Topic,Representation
219,"['glaucoma', 'retinopathy', 'blindness', 'retinal', 'cataract', 'cataracts', 'ocular', 'intraocular', 'ophthalmologist', 'sightedness']"
220,"['novels', 'novelist', 'novel', 'literature', 'literary', 'grapes', 'writer', 'author', 'wrath', 'book']"
221,"['artillery', 'trenches', 'fortifications', 'bombardment', 'bombardments', 'infantry', 'armies', 'defences', 'reinforcements', 'forts']"
222,"['beach', 'drums', 'albums', 'songs', 'drumming', 'boys', 'album', 'band', '1960s', 'songwriting']"
223,"['nouveau', 'paintings', 'designers', 'façades', 'facades', 'designer', 'designs', 'architect', 'sculptures', 'architects']"
224,"['maya', 'civilizations', 'archaeological', 'archeological', 'civilization', 'indigenous', 'excavations', 'archaeologists', 'cultures', 'ancient']"
225,"['taekwondo', 'tae', 'karate', 'jitsu', 'martial', 'judo', 'judoka', 'karateka', 'sparring', 'ryū']"
226,"['rocky', 'creed', 'sequel', 'boxer', 'film', 'films', 'movie', 'directorial', 'boxing', 'boxers']"
227,"['assassins', 'creed', 'assassin', 'brotherhood', 'gameplay', 'unity', 'syndicate', 'games', 'consoles', 'sequel']"
228,"['bp', 'petroleum', 'refinery', 'offshore', 'companies', 'corporation', 'corporate', 'fuels', 'company', 'subsidiary']"
229,"['minorities', 'ethnicity', 'ethnic', 'ethnically', 'census', 'minority', 'racial', 'whites', 'races', 'multiracial']"
230,"['baptism', 'baptisms', 'baptismal', 'baptized', 'baptised', 'sacraments', 'communion', 'sacrament', 'sacramental', 'baptize']"
231,"['bighorn', '1876', 'bull', 'elk', 'tribes', 'buffalo', 'plains', '1877', 'cavalry', 'battle']"
232,"['psychotic', 'psychiatric', 'schizophrenia', 'psychiatry', 'sane', 'suspects', 'psychiatrist', 'prisoner', 'prosecution', 'verdict']"
233,"['mexicana', 'latin', 'salsa', 'vida', 'una', 'el', 'songs', 'albums', 'reggaeton', 'billboard']"
234,"['abortion', 'abortions', 'roe', 'unconstitutional', 'overturned', 'upheld', 'precedent', 'judicial', 'justices', 'constitutionality']"
235,"['toy', 'toys', 'sequels', 'sequel', 'animator', 'animators', 'animation', 'films', 'woody', 'film']"
236,"['euthanasia', 'suicide', 'legalised', 'suicides', 'suicidal', 'legalising', 'legalized', 'legalise', 'voluntary', 'ethics']"
237,"['chan', 'kung', 'chang', 'kong', 'karate', 'martial', 'films', 'filmmakers', 'film', 'stunts']"
238,"['protesting', 'activism', 'protests', 'protest', 'rallies', 'protesters', 'protested', 'protester', 'marches', 'activists']"
239,"['tribes', 'tribe', 'natives', 'upstate', 'tribal', 'mohawk', 'settlers', 'confederacy', 'colonists', 'native']"
240,"['toured', 'concert', 'concerts', 'drums', 'vocals', 'musicians', 'drummer', 'band', 'tour', 'songs']"
241,"['nam', 'communists', 'insurgency', 'guerrilla', 'troops', 'ceasefire', 'troop', 'warfare', 'war', 'chi']"
242,"['election', 'conservatives', 'liberal', 'liberals', 'partisanship', 'provincial', 'conservative', 'parliamentary', 'majority', 'elects']"
243,"['chess', 'grandmaster', 'grandmasters', 'blitz', 'tournament', 'tournaments', 'competed', 'semifinals', 'champion', 'championship']"
244,"['radio', 'fm', 'stations', 'station', 'simulcasts', 'newscasts', 'simulcast', 'broadcasts', 'broadcasting', 'channels']"
245,"['awards', 'nominated', 'nominations', 'screenplay', 'cinematography', 'award', 'nominees', 'actors', 'actor', 'cinematographers']"
246,"['bombing', 'bomber', 'bombers', 'bombed', 'bombs', 'tactics', 'attacking', 'airfields', 'blitz', '1944']"
247,"['diesel', 'fuels', 'engines', 'combustion', 'petrol', 'fuel', 'engine', 'gasoline', 'crankshaft', 'gasolines']"
248,"['species', 'wildlife', 'fauna', 'birds', 'endangered', 'habitats', 'bird', 'hummingbirds', 'lizards', 'habitat']"
249,"['extraterrestrial', 'sightings', 'aliens', 'sighting', 'hoaxes', 'alien', 'conspiracy', 'flying', 'investigations', 'pilots']"
250,"['tick', 'ticks', 'burgdorferi', 'pathogens', 'infected', 'fever', 'pathogen', 'bites', 'diseases', 'infestation']"
251,"['congregational', 'denominational', 'congregations', 'evangelicalism', 'denomination', 'evangelical', 'evangelicals', 'preachers', 'churches', 'pastors']"
252,"['lymphatic', 'lymph', 'gallbladder', 'organs', 'capillaries', 'hepatocytes', 'bile', 'liver', 'veins', 'pancreas']"
253,"['chemotherapy', 'treatments', 'cancer', 'cancers', 'radiotherapy', 'tumors', 'chemotherapeutic', 'treatment', 'immunotherapy', 'leukemia']"
254,"['creole', 'creoles', 'lingua', 'bilingual', 'dialects', 'languages', 'multilingual', 'language', 'francophone', 'speak']"
255,"['princess', 'duchess', 'prince', 'countess', 'royal', 'princes', 'heiress', 'queen', 'daughter', 'granddaughter']"
256,"['insurrection', 'revolt', '1821', '1829', 'uprising', 'acropolis', 'revolts', 'pasha', 'uprisings', 'rebellion']"
257,"['charities', 'charity', 'donations', 'philanthropist', 'fundraising', 'philanthropic', 'donation', 'donating', 'charitable', 'philanthropy']"
258,"['alien', 'predator', 'aliens', 'sequels', 'extraterrestrial', 'sequel', 'prequel', 'terminator', 'films', 'predators']"
259,"['condor', 'dictators', 'declassified', 'dictatorships', 'chile', 'dictator', 'dictatorship', 'junta', 'guerrillas', 'juntas']"
260,"['inflation', 'inflationary', 'macroeconomics', 'macroeconomic', 'recessions', 'recession', 'stagflation', 'monetary', 'economists', 'microeconomic']"
261,"['warlock', 'infinity', 'eternity', 'gems', 'marvel', 'gauntlet', 'soul', 'titan', 'multiverse', 'guardians']"
262,"['bbc', 'channel', 'simulcast', 'channels', 'broadcasting', 'broadcasters', 'tv', 'simulcasts', 'television', 'broadcasts']"
263,"['eu', 'eurozone', 'euro', 'countries', 'borders', 'intergovernmental', 'border', 'treaties', 'treaty', 'referendums']"
264,"['sonic', 'hedgehog', 'hedgehogs', 'tails', 'knuckles', 'consoles', 'smash', 'unleashed', 'mania', 'games']"
265,"['battleships', 'torpedoed', 'torpedoes', 'torpedo', 'battleship', 'warships', 'destroyers', 'submarines', 'naval', 'admiralty']"
266,"['hurricane', 'hurricanes', 'storms', 'cyclones', 'cyclone', 'landfall', 'storm', 'tornadoes', 'floods', 'thunderstorms']"
267,"['concert', 'concerts', 'tour', 'albums', 'toured', 'album', 'voyage', 'duet', 'cappella', 'songs']"
268,"['shōgun', 'shogun', 'samurai', 'daimyō', 'daimyo', 'clan', 'daimyōs', 'seppuku', 'shogunate', 'ikki']"
269,"['electrodes', 'electroluminescent', 'electrode', 'phosphors', 'displays', 'brightness', 'phosphor', 'monitors', 'electrostatic', 'cathodes']"
270,"['brigades', 'soldiers', 'reinforcements', 'troops', 'casualties', 'battalion', 'fortified', 'ceasefire', 'wounded', 'trenches']"
271,"['presidency', 'populist', 'presidential', 'candidate', 'candidates', 'impeachment', 'candidacy', 'election', 'elections', 'elected']"
272,"['heraldic', 'heraldry', 'gules', 'arms', 'garter', 'coat', 'royal', 'coats', 'emblems', 'crowned']"
273,"['refrigerants', 'refrigeration', 'refrigerant', 'refrigerator', 'condenser', 'refrigerators', 'fridge', 'evaporator', 'cooling', 'compressors']"
274,"['bee', 'sang', 'singer', 'songwriter', 'artists', 'song', 'brothers', 'songwriters', 'gee', 'duet']"
275,"['thrones', 'novels', 'dragons', 'paperback', 'novel', 'book', 'dragon', 'books', 'hardcover', 'publisher']"
276,"['festivals', 'festival', 'celebrated', 'celebrations', 'festivities', 'celebrates', 'festive', 'traditions', 'celebration', 'celebrating']"
277,"['branch', 'fires', 'fired', 'deaths', 'wounded', 'rescue', 'witnesses', 'militia', 'bombing', 'investigators']"
278,"['pasha', 'turkey', 'sultan', 'sultanate', 'nationalists', 'republic', 'reforms', 'nationalist', '1913', 'independence']"
279,"['neanderthalensis', 'paleolithic', 'sapiens', 'erectus', 'ancestor', 'hominins', 'afarensis', 'fossil', 'hominids', 'fossils']"
280,"['mujahideen', 'laden', 'militants', 'insurgency', 'jihad', 'insurgents', 'insurgent', 'allies', 'militias', 'soviets']"
281,"['shogun', 'shōgun', 'shogunate', 'samurai', 'daimyō', 'daimyo', 'daimyōs', 'daimyos', 'feudal', 'koku']"
282,"['hypothyroidism', 'hyperthyroidism', 'thyroid', 'thyroiditis', 'thyroidectomy', 'antithyroid', 'deficiency', 'thyroxine', 'parathyroid', 'levothyroxine']"
283,"['mythos', 'tales', 'author', 'authors', 'writer', 'literature', 'stories', 'literary', 'writings', 'writers']"
284,"['contest', 'contests', 'qualifying', 'winners', 'competed', 'competition', '2021', 'anthem', 'performances', 'performers']"
285,"['impeachment', 'prosecutor', 'prosecutors', 'trump', 'prosecutorial', 'investigation', 'investigations', 'investigators', 'judiciary', 'counsel']"
286,"['intelligence', 'personality', 'traits', 'trait', 'psychometric', 'intelligent', 'psychology', 'psychological', 'temperament', 'emotionality']"
287,"['terminator', 'sequels', 'sequel', 'prequel', 'trilogy', 'filmmakers', 'films', 'cyborg', 'film', 'fate']"
288,"['spacetime', 'relativity', 'relativistic', 'gravitation', 'geodesic', 'gravity', 'curvature', 'gravitational', 'space', 'spacelike']"
289,"['dictatorships', 'dictatorship', 'regimes', 'dictators', 'authoritarianism', 'democracies', 'authoritarian', 'regime', 'dictator', 'democracy']"
290,"['daft', 'punk', 'techno', 'toured', 'bands', 'remix', 'rock', 'band', 'music', 'unreleased']"
291,"['peppers', 'chili', 'funk', 'flea', 'band', 'songs', 'guitarist', 'albums', 'musically', 'album']"
292,"['dinosaurs', 'dinosaur', 'rex', 'prehistoric', 'sequels', 'fossilized', 'sequel', 'creatures', 'trailer', 'paleontologists']"
293,"['surnames', 'surname', 'naming', 'names', 'suffixes', 'transliterated', 'named', 'paternal', 'families', 'prefixes']"
294,"['philosopher', '1765', 'philosophers', 'writings', 'enlightenment', '1751', 'philosophy', 'comte', '1766', 'pamphlets']"
295,"['novels', 'novelist', '1925', 'novel', '1920s', '1923', '1920', 'book', 'writer', '1922']"
296,"['depot', 'retailer', 'retailers', 'warehouses', 'stores', 'warehouse', 'supermarkets', 'store', 'mart', 'retail']"
297,"['copyright', 'copyrights', 'copyrighted', 'royalties', 'infringement', 'licenses', 'trademarks', 'rights', 'license', 'patents']"
298,"['eastern', 'daylight', 'clocks', 'noon', 'clock', 'midnight', 'longitude', 'schedules', 'est', 'timekeeping']"
299,"['numerals', 'numeral', 'numbers', 'numerology', 'digits', 'numerical', 'digit', 'arithmetic', 'alphabet', 'decimal']"
300,"['armament', 'armoured', 'turret', 'tanks', 'tank', 'armour', 'ammunition', 'missile', 'gunner', 'armor']"
301,"['vaccines', 'vaccine', 'vaccination', 'vaccinations', 'vaccinated', 'immunization', 'immunity', 'antigen', 'antigens', 'pathogen']"
302,"['cola', 'coca', 'coke', 'soda', 'bottled', 'beverage', 'beverages', 'bottling', 'brands', 'drinks']"
303,"['fleet', '1797', 'sailed', 'fleets', 'captains', 'admiral', 'sail', 'naval', 'frigates', 'ships']"
304,"['tsarina', 'empress', 'tsar', 'maria', 'princesses', 'princess', 'duchesses', 'duchess', 'granddaughter', 'heir']"
305,"['metalcore', 'thrash', 'deathcore', 'metal', 'hardcore', 'genres', 'slayer', 'bands', 'punk', 'punks']"
306,"['medals', 'medal', 'commendation', 'gallantry', 'badge', 'veterans', 'honor', 'awards', 'award', 'soldier']"
307,"['smith', 'prophets', 'revelations', 'revelation', 'scriptures', 'testament', 'scripture', 'prophet', 'sermons', 'bible']"
308,"['newspaper', 'newspapers', 'gazette', 'news', 'magazine', 'publishes', 'magazines', 'tabloid', 'bulletin', 'journal']"
309,"['philosopher', 'philosophers', 'philosophy', 'hermeneutics', 'philosophical', 'treatise', 'phenomenological', 'phenomenology', 'idealism', 'existentialism']"
310,"['protocols', 'protocol', 'packet', 'packets', 'layers', 'layer', 'networking', 'http', 'layering', 'internetworking']"
311,"['coronation', 'airing', 'episodes', 'bbc', 'aired', 'episode', 'viewers', 'weeknights', 'broadcast', 'soap']"
312,"['song', 'songs', 'singles', 'singer', 'billboard', 'peaked', 'duet', 'albums', 'rapper', 'songwriter']"
313,"['thylacines', 'thylacine', 'fauna', 'mammals', 'carnivorous', 'species', 'extinct', 'carnivores', 'marsupials', 'extinction']"
314,"['hearings', 'communists', 'subcommittee', 'committee', 'committees', 'senate', 'communist', 'investigations', 'senators', 'senator']"
315,"['1776', '1781', '1775', '1782', '1778', '1777', '1780', '1783', 'colonists', '1774']"
316,"['comedian', 'circus', 'comedians', 'pythons', 'comedy', 'python', 'bbc', 'documentary', 'troupe', 'films']"
317,"['railways', 'railway', 'trains', 'rail', 'train', 'buses', 'metro', 'stations', 'transportation', 'intercity']"
318,"['nudity', 'naturism', 'naturists', 'naturist', 'nude', 'nakedness', 'nudist', 'nudism', 'naked', 'nudists']"
319,"['coalition', 'elections', 'populist', 'election', 'coalitions', 'parliamentary', 'candidate', 'elected', 'electoral', 'candidacy']"
320,"['jihad', 'coup', 'overthrow', 'militias', 'ba', 'militants', 'al', 'ulama', 'terrorist', 'leader']"
321,"['cement', 'cements', 'concretes', 'concrete', 'mortar', 'silicates', 'limestone', 'slabs', 'silica', 'materials']"
322,"['jeopardy', 'prizes', 'contestant', 'contestants', 'competed', 'odds', 'prize', 'winnings', 'millionaire', 'score']"
323,"['panzer', 'commanders', 'blitzkrieg', 'commanded', '1944', 'colonel', 'allied', '1942', 'infantry', 'commander']"
324,"['mushroom', 'mushrooms', 'sprites', 'sprite', 'super', 'kong', 'fireballs', 'pinball', 'minigames', 'gameplay']"
325,"['cossacks', 'tsar', 'tsarist', 'soviet', 'republics', 'rebels', 'armies', 'cavalry', 'regime', 'regiments']"
326,"['apes', 'ape', 'sequels', 'gorilla', 'prequel', 'planet', 'monkey', 'sequel', 'chimpanzees', 'chimpanzee']"
327,"['graphene', 'graphite', 'nanotubes', 'carbon', 'conductivity', 'exfoliation', 'carbide', 'nanoparticles', 'electrons', 'materials']"
328,"['nicotine', 'tobacco', 'cigarettes', 'cigarette', 'smoking', 'vaping', 'vape', 'smokers', 'smoker', 'smoke']"
329,"['keyboardist', 'toured', 'guitarist', 'vocalist', 'bassist', 'guitarists', 'concert', 'drummer', 'musician', 'bandmates']"
330,"['museums', 'museum', 'exhibitions', 'galleries', 'exhibits', 'artworks', 'sculptures', 'gallery', 'exhibition', 'paintings']"
331,"['motors', 'rotors', 'rotor', 'motor', 'rotary', 'windings', 'magnetically', 'magnets', 'magnet', 'winding']"
332,"['tabby', 'cat', 'feline', 'cats', 'coloration', 'kittens', 'breeds', 'paws', 'patterns', 'calico']"
333,"['handmaid', 'novels', 'novel', 'writers', 'tale', 'book', 'books', 'literary', 'novellas', 'synopsis']"
334,"['boulevard', 'celebrity', 'fame', 'celebrities', 'walk', 'star', 'avenue', 'stars', '7021', 'sidewalk']"
335,"['trilogy', 'remastered', 'gods', 'editions', 'war', 'edition', 'god', 'games', 'sequel', 'mythology']"
336,"['genocide', 'peacekeeping', 'massacres', 'assassinated', 'killings', 'insurgency', 'regime', 'assassination', 'rebels', 'refugees']"
337,"['leopard', 'leopards', 'armament', 'refit', 'tanks', 'armoured', 'gunner', 'tank', 'turret', 'armour']"
338,"['homicides', 'homicide', 'murders', 'crime', 'crimes', 'robberies', 'murder', 'violent', 'robbery', 'policing']"
339,"['mercury', 'queen', 'bohemian', 'singer', 'musically', 'deacon', 'vocals', 'guitarist', 'lyrics', 'songs']"
340,"['tennis', 'tournaments', 'tournament', 'badminton', 'slams', 'competitions', 'matches', 'championship', 'racket', 'finals']"
341,"['confederate', 'confederacy', 'confederates', 'slavery', '1861', 'proclamation', '1863', '1860', 'emancipation', 'slaves']"
342,"['scrum', 'agile', 'sprints', 'sprint', 'development', 'manifesto', 'methodologies', 'agility', 'stakeholder', 'developers']"
343,"['museums', 'museum', 'galleries', 'exhibitions', 'exhibits', 'artworks', 'gallery', 'murals', 'mural', 'sculptures']"
344,"['transformers', 'transformer', 'sequels', 'bumblebee', 'sequel', 'prequel', '2023', 'robots', 'films', 'film']"
345,"['languages', 'dialects', 'language', 'bilingual', 'dialect', 'linguists', 'linguistically', 'linguistic', 'pronunciation', 'langue']"
346,"['sponge', 'sponges', 'cartoon', 'cartoons', 'plankton', 'tentacles', 'goofy', 'comic', 'comics', 'cartoonists']"
347,"['telescope', 'telescopes', 'observatory', 'astronomy', 'astronomical', 'astronomers', 'spacecraft', 'optics', 'galaxies', 'observatories']"
348,"['mandarin', 'dialects', 'languages', 'lingua', 'china', 'dialect', 'language', 'vernacular', 'linguists', 'mainland']"
349,"['kiss', 'toured', 'concerts', 'tour', 'lip', 'concert', 'touring', 'headlined', 'lick', 'performing']"
350,"['holiday', 'celebrates', 'holidays', 'celebrated', 'celebrations', 'fatherhood', 'day', 'celebrate', 'celebration', 'traditions']"
351,"['conquered', 'empires', 'ancient', 'kingdoms', 'dynasty', 'throne', 'deposed', 'vassal', 'empire', 'conquest']"
352,"['legionnaires', 'legion', 'regiments', 'guerrillas', 'regiment', 'soldiers', 'troops', 'army', 'infantry', 'cavalry']"
353,"['evolution', 'evolutionary', 'creationist', 'naturalist', 'biologist', 'naturalists', 'biology', 'species', 'apes', 'biological']"
354,"['tennis', 'slams', 'quarterfinal', 'racquet', 'doubles', 'quarterfinals', 'racquets', 'tournaments', 'semifinals', 'tournament']"
355,"['wikipedia', 'encyclopedia', 'encyclopedias', 'wikis', 'articles', 'wiki', 'publications', 'article', 'journalism', 'content']"
356,"['detainees', 'inmates', 'prisoners', 'detention', 'prisons', 'detained', 'prisoner', 'interrogations', 'prison', 'interrogation']"
357,"['operatic', 'opera', 'soprano', 'operas', 'arias', 'tenor', 'sopranos', 'maria', 'tenors', 'amore']"
358,"['coalition', 'chancellors', 'chancellor', 'chancellorship', 'democrats', 'democrat', 'elections', 'election', 'parliamentary', 'democratic']"
359,"['pixels', 'encoding', 'compression', 'pixel', 'bitmap', 'uncompressed', 'encoders', 'decoding', 'encoded', 'bytes']"
360,"['augmented', 'oculus', 'vision', 'ar', 'virtual', '3d', 'visual', 'immersive', 'interactive', 'simulator']"
361,"['flash', 'comics', 'episodes', 'storylines', 'showrunner', 'showrunners', 'flashpoint', 'premiere', 'superhero', 'arrow']"
362,"['presidency', 'presidential', 'fascism', 'president', 'dictatorship', 'populist', 'fascist', '1945', 'regime', 'dissidents']"
363,"['soil', 'soils', 'fertilizers', 'fertilizer', 'nutrient', 'minerals', 'nutrients', 'sediments', 'porosity', 'inorganic']"
364,"['novels', '1876', '1881', '1880', 'writer', 'steamboat', 'novel', 'voyage', 'adventures', 'manuscript']"
